"","SPP","SYS_NM","Area","escapement","Year","Enhancement_Rank"
"406","CM","LITTLE MAGGIE RIVER","23",NA,2010,"NONE"
"407","CM","LITTLE MAGGIE RIVER","23",NA,2011,"NONE"
"408","CM","LITTLE MAGGIE RIVER","23",NA,2012,"NONE"
"409","CM","LITTLE MAGGIE RIVER","23",NA,2013,"NONE"
"410","CM","LITTLE MAGGIE RIVER","23",NA,2014,"NONE"
"411","CM","LITTLE MAGGIE RIVER","23",NA,2015,"NONE"
"412","CM","LITTLE MAGGIE RIVER","23",NA,2016,"NONE"
"413","CM","LITTLE MAGGIE RIVER","23",NA,2017,"NONE"
"414","CM","LITTLE MAGGIE RIVER","23",NA,2018,"NONE"
"415","CM","TWIN RIVERS EAST CREEK","23",NA,1950,"HIGH"
"416","CM","TWIN RIVERS EAST CREEK","23",NA,1951,"HIGH"
"417","CM","TWIN RIVERS EAST CREEK","23",NA,1952,"HIGH"
"418","CM","TWIN RIVERS EAST CREEK","23",NA,1953,"HIGH"
"419","CM","TWIN RIVERS EAST CREEK","23",7500,1954,"HIGH"
"420","CM","TWIN RIVERS EAST CREEK","23",200,1955,"HIGH"
"421","CM","TWIN RIVERS EAST CREEK","23",3500,1956,"HIGH"
"422","CM","TWIN RIVERS EAST CREEK","23",3500,1957,"HIGH"
"423","CM","TWIN RIVERS EAST CREEK","23",7500,1958,"HIGH"
"424","CM","TWIN RIVERS EAST CREEK","23",3500,1959,"HIGH"
"425","CM","TWIN RIVERS EAST CREEK","23",400,1960,"HIGH"
"426","CM","TWIN RIVERS EAST CREEK","23",400,1961,"HIGH"
"427","CM","TWIN RIVERS EAST CREEK","23",400,1962,"HIGH"
"428","CM","TWIN RIVERS EAST CREEK","23",750,1963,"HIGH"
"429","CM","TWIN RIVERS EAST CREEK","23",400,1964,"HIGH"
"430","CM","TWIN RIVERS EAST CREEK","23",400,1965,"HIGH"
"431","CM","TWIN RIVERS EAST CREEK","23",3500,1966,"HIGH"
"432","CM","TWIN RIVERS EAST CREEK","23",200,1967,"HIGH"
"433","CM","TWIN RIVERS EAST CREEK","23",750,1968,"HIGH"
"434","CM","TWIN RIVERS EAST CREEK","23",3500,1969,"HIGH"
"435","CM","TWIN RIVERS EAST CREEK","23",3500,1970,"HIGH"
"436","CM","TWIN RIVERS EAST CREEK","23",NA,1971,"HIGH"
"437","CM","TWIN RIVERS EAST CREEK","23",3500,1972,"HIGH"
"438","CM","TWIN RIVERS EAST CREEK","23",1500,1973,"HIGH"
"439","CM","TWIN RIVERS EAST CREEK","23",3500,1974,"HIGH"
"440","CM","TWIN RIVERS EAST CREEK","23",750,1975,"HIGH"
"441","CM","TWIN RIVERS EAST CREEK","23",700,1976,"HIGH"
"442","CM","TWIN RIVERS EAST CREEK","23",500,1977,"HIGH"
"443","CM","TWIN RIVERS EAST CREEK","23",50,1978,"HIGH"
"444","CM","TWIN RIVERS EAST CREEK","23",350,1979,"HIGH"
"445","CM","TWIN RIVERS EAST CREEK","23",NA,1980,"HIGH"
"446","CM","TWIN RIVERS EAST CREEK","23",NA,1981,"HIGH"
"447","CM","TWIN RIVERS EAST CREEK","23",300,1982,"HIGH"
"448","CM","TWIN RIVERS EAST CREEK","23",NA,1983,"HIGH"
"449","CM","TWIN RIVERS EAST CREEK","23",NA,1984,"HIGH"
"450","CM","TWIN RIVERS EAST CREEK","23",NA,1985,"HIGH"
"451","CM","TWIN RIVERS EAST CREEK","23",NA,1986,"HIGH"
"452","CM","TWIN RIVERS EAST CREEK","23",NA,1987,"HIGH"
"453","CM","TWIN RIVERS EAST CREEK","23",NA,1988,"HIGH"
"454","CM","TWIN RIVERS EAST CREEK","23",NA,1989,"HIGH"
"455","CM","TWIN RIVERS EAST CREEK","23",NA,1990,"HIGH"
"456","CM","TWIN RIVERS EAST CREEK","23",450,1991,"HIGH"
"457","CM","TWIN RIVERS EAST CREEK","23",2000,1992,"HIGH"
"458","CM","TWIN RIVERS EAST CREEK","23",3000,1993,"HIGH"
"459","CM","TWIN RIVERS EAST CREEK","23",450,1994,"HIGH"
"460","CM","TWIN RIVERS EAST CREEK","23",20,1995,"HIGH"
"461","CM","TWIN RIVERS EAST CREEK","23",500,1996,"HIGH"
"462","CM","TWIN RIVERS EAST CREEK","23",1500,1997,"HIGH"
"463","CM","TWIN RIVERS EAST CREEK","23",2500,1998,"HIGH"
"464","CM","TWIN RIVERS EAST CREEK","23",100,1999,"HIGH"
"465","CM","TWIN RIVERS EAST CREEK","23",100,2000,"HIGH"
"466","CM","TWIN RIVERS EAST CREEK","23",500,2001,"HIGH"
"467","CM","TWIN RIVERS EAST CREEK","23",160,2002,"HIGH"
"468","CM","TWIN RIVERS EAST CREEK","23",NA,2003,"HIGH"
"469","CM","TWIN RIVERS EAST CREEK","23",850,2004,"HIGH"
"470","CM","TWIN RIVERS EAST CREEK","23",NA,2005,"HIGH"
"471","CM","TWIN RIVERS EAST CREEK","23",128,2006,"HIGH"
"472","CM","TWIN RIVERS EAST CREEK","23",75,2007,"HIGH"
"473","CM","TWIN RIVERS EAST CREEK","23",NA,2008,"HIGH"
"474","CM","TWIN RIVERS EAST CREEK","23",NA,2009,"HIGH"
"475","CM","TWIN RIVERS EAST CREEK","23",NA,2010,"HIGH"
"476","CM","TWIN RIVERS EAST CREEK","23",NA,2011,"HIGH"
"477","CM","TWIN RIVERS EAST CREEK","23",NA,2012,"HIGH"
"478","CM","TWIN RIVERS EAST CREEK","23",NA,2013,"HIGH"
"479","CM","TWIN RIVERS EAST CREEK","23",213,2014,"HIGH"
"480","CM","TWIN RIVERS EAST CREEK","23",NA,2015,"HIGH"
"481","CM","TWIN RIVERS EAST CREEK","23",NA,2016,"HIGH"
"482","CM","TWIN RIVERS EAST CREEK","23",32,2017,"HIGH"
"483","CM","TWIN RIVERS EAST CREEK","23",NA,2018,"HIGH"
"484","CM","TWIN RIVERS WEST CREEK","23",NA,1950,"NONE"
"485","CM","TWIN RIVERS WEST CREEK","23",NA,1951,"NONE"
"486","CM","TWIN RIVERS WEST CREEK","23",NA,1952,"NONE"
"487","CM","TWIN RIVERS WEST CREEK","23",3500,1953,"NONE"
"488","CM","TWIN RIVERS WEST CREEK","23",400,1954,"NONE"
"489","CM","TWIN RIVERS WEST CREEK","23",200,1955,"NONE"
"490","CM","TWIN RIVERS WEST CREEK","23",75,1956,"NONE"
"491","CM","TWIN RIVERS WEST CREEK","23",200,1957,"NONE"
"492","CM","TWIN RIVERS WEST CREEK","23",400,1958,"NONE"
"493","CM","TWIN RIVERS WEST CREEK","23",750,1959,"NONE"
"494","CM","TWIN RIVERS WEST CREEK","23",75,1960,"NONE"
"495","CM","TWIN RIVERS WEST CREEK","23",25,1961,"NONE"
"496","CM","TWIN RIVERS WEST CREEK","23",75,1962,"NONE"
"497","CM","TWIN RIVERS WEST CREEK","23",400,1963,"NONE"
"498","CM","TWIN RIVERS WEST CREEK","23",200,1964,"NONE"
"499","CM","TWIN RIVERS WEST CREEK","23",25,1965,"NONE"
"500","CM","TWIN RIVERS WEST CREEK","23",750,1966,"NONE"
"501","CM","TWIN RIVERS WEST CREEK","23",200,1967,"NONE"
"502","CM","TWIN RIVERS WEST CREEK","23",400,1968,"NONE"
"503","CM","TWIN RIVERS WEST CREEK","23",3500,1969,"NONE"
"504","CM","TWIN RIVERS WEST CREEK","23",3500,1970,"NONE"
"505","CM","TWIN RIVERS WEST CREEK","23",200,1971,"NONE"
"506","CM","TWIN RIVERS WEST CREEK","23",3500,1972,"NONE"
"507","CM","TWIN RIVERS WEST CREEK","23",750,1973,"NONE"
"508","CM","TWIN RIVERS WEST CREEK","23",3500,1974,"NONE"
"509","CM","TWIN RIVERS WEST CREEK","23",3000,1975,"NONE"
"510","CM","TWIN RIVERS WEST CREEK","23",4800,1976,"NONE"
"511","CM","TWIN RIVERS WEST CREEK","23",2200,1977,"NONE"
"512","CM","TWIN RIVERS WEST CREEK","23",150,1978,"NONE"
"513","CM","TWIN RIVERS WEST CREEK","23",450,1979,"NONE"
"514","CM","TWIN RIVERS WEST CREEK","23",NA,1980,"NONE"
"515","CM","TWIN RIVERS WEST CREEK","23",500,1981,"NONE"
"516","CM","TWIN RIVERS WEST CREEK","23",9000,1982,"NONE"
"517","CM","TWIN RIVERS WEST CREEK","23",750,1983,"NONE"
"518","CM","TWIN RIVERS WEST CREEK","23",NA,1984,"NONE"
"519","CM","TWIN RIVERS WEST CREEK","23",NA,1985,"NONE"
"520","CM","TWIN RIVERS WEST CREEK","23",NA,1986,"NONE"
"521","CM","TWIN RIVERS WEST CREEK","23",NA,1987,"NONE"
"522","CM","TWIN RIVERS WEST CREEK","23",NA,1988,"NONE"
"523","CM","TWIN RIVERS WEST CREEK","23",NA,1989,"NONE"
"524","CM","TWIN RIVERS WEST CREEK","23",45,1990,"NONE"
"525","CM","TWIN RIVERS WEST CREEK","23",30,1991,"NONE"
"526","CM","TWIN RIVERS WEST CREEK","23",150,1992,"NONE"
"527","CM","TWIN RIVERS WEST CREEK","23",50,1993,"NONE"
"528","CM","TWIN RIVERS WEST CREEK","23",NA,1994,"NONE"
"529","CM","TWIN RIVERS WEST CREEK","23",NA,1995,"NONE"
"530","CM","TWIN RIVERS WEST CREEK","23",65,1996,"NONE"
"531","CM","TWIN RIVERS WEST CREEK","23",100,1997,"NONE"
"532","CM","TWIN RIVERS WEST CREEK","23",39,1998,"NONE"
"533","CM","TWIN RIVERS WEST CREEK","23",10,1999,"NONE"
"534","CM","TWIN RIVERS WEST CREEK","23",NA,2000,"NONE"
"535","CM","TWIN RIVERS WEST CREEK","23",NA,2001,"NONE"
"536","CM","TWIN RIVERS WEST CREEK","23",NA,2002,"NONE"
"537","CM","TWIN RIVERS WEST CREEK","23",NA,2003,"NONE"
"538","CM","TWIN RIVERS WEST CREEK","23",NA,2004,"NONE"
"539","CM","TWIN RIVERS WEST CREEK","23",NA,2005,"NONE"
"540","CM","TWIN RIVERS WEST CREEK","23",NA,2006,"NONE"
"541","CM","TWIN RIVERS WEST CREEK","23",NA,2007,"NONE"
"542","CM","TWIN RIVERS WEST CREEK","23",NA,2008,"NONE"
"543","CM","TWIN RIVERS WEST CREEK","23",NA,2009,"NONE"
"544","CM","TWIN RIVERS WEST CREEK","23",NA,2010,"NONE"
"545","CM","TWIN RIVERS WEST CREEK","23",NA,2011,"NONE"
"546","CM","TWIN RIVERS WEST CREEK","23",NA,2012,"NONE"
"547","CM","TWIN RIVERS WEST CREEK","23",NA,2013,"NONE"
"548","CM","TWIN RIVERS WEST CREEK","23",NA,2014,"NONE"
"549","CM","TWIN RIVERS WEST CREEK","23",NA,2015,"NONE"
"550","CM","TWIN RIVERS WEST CREEK","23",NA,2016,"NONE"
"551","CM","TWIN RIVERS WEST CREEK","23",NA,2017,"NONE"
"552","CM","TWIN RIVERS WEST CREEK","23",NA,2018,"NONE"
"553","CM","ITATSOO CREEK","23",NA,1950,"NONE"
"554","CM","ITATSOO CREEK","23",NA,1951,"NONE"
"555","CM","ITATSOO CREEK","23",NA,1952,"NONE"
"556","CM","ITATSOO CREEK","23",75,1953,"NONE"
"557","CM","ITATSOO CREEK","23",200,1954,"NONE"
"558","CM","ITATSOO CREEK","23",200,1955,"NONE"
"559","CM","ITATSOO CREEK","23",200,1956,"NONE"
"560","CM","ITATSOO CREEK","23",400,1957,"NONE"
"561","CM","ITATSOO CREEK","23",400,1958,"NONE"
"562","CM","ITATSOO CREEK","23",400,1959,"NONE"
"563","CM","ITATSOO CREEK","23",200,1960,"NONE"
"564","CM","ITATSOO CREEK","23",200,1961,"NONE"
"565","CM","ITATSOO CREEK","23",25,1962,"NONE"
"566","CM","ITATSOO CREEK","23",25,1963,"NONE"
"567","CM","ITATSOO CREEK","23",75,1964,"NONE"
"568","CM","ITATSOO CREEK","23",200,1965,"NONE"
"569","CM","ITATSOO CREEK","23",200,1966,"NONE"
"570","CM","ITATSOO CREEK","23",200,1967,"NONE"
"571","CM","ITATSOO CREEK","23",400,1968,"NONE"
"572","CM","ITATSOO CREEK","23",75,1969,"NONE"
"573","CM","ITATSOO CREEK","23",400,1970,"NONE"
"574","CM","ITATSOO CREEK","23",200,1971,"NONE"
"575","CM","ITATSOO CREEK","23",400,1972,"NONE"
"576","CM","ITATSOO CREEK","23",200,1973,"NONE"
"577","CM","ITATSOO CREEK","23",400,1974,"NONE"
"578","CM","ITATSOO CREEK","23",400,1975,"NONE"
"579","CM","ITATSOO CREEK","23",450,1976,"NONE"
"580","CM","ITATSOO CREEK","23",280,1977,"NONE"
"581","CM","ITATSOO CREEK","23",200,1978,"NONE"
"582","CM","ITATSOO CREEK","23",120,1979,"NONE"
"583","CM","ITATSOO CREEK","23",NA,1980,"NONE"
"584","CM","ITATSOO CREEK","23",NA,1981,"NONE"
"585","CM","ITATSOO CREEK","23",NA,1982,"NONE"
"586","CM","ITATSOO CREEK","23",NA,1983,"NONE"
"587","CM","ITATSOO CREEK","23",NA,1984,"NONE"
"588","CM","ITATSOO CREEK","23",NA,1985,"NONE"
"589","CM","ITATSOO CREEK","23",NA,1986,"NONE"
"590","CM","ITATSOO CREEK","23",NA,1987,"NONE"
"591","CM","ITATSOO CREEK","23",NA,1988,"NONE"
"592","CM","ITATSOO CREEK","23",NA,1989,"NONE"
"593","CM","ITATSOO CREEK","23",NA,1990,"NONE"
"594","CM","ITATSOO CREEK","23",NA,1991,"NONE"
"595","CM","ITATSOO CREEK","23",NA,1992,"NONE"
"596","CM","ITATSOO CREEK","23",NA,1993,"NONE"
"597","CM","ITATSOO CREEK","23",NA,1994,"NONE"
"598","CM","ITATSOO CREEK","23",NA,1995,"NONE"
"599","CM","ITATSOO CREEK","23",13,1996,"NONE"
"600","CM","ITATSOO CREEK","23",80,1997,"NONE"
"601","CM","ITATSOO CREEK","23",20,1998,"NONE"
"602","CM","ITATSOO CREEK","23",1,1999,"NONE"
"603","CM","ITATSOO CREEK","23",NA,2000,"NONE"
"604","CM","ITATSOO CREEK","23",NA,2001,"NONE"
"605","CM","ITATSOO CREEK","23",NA,2002,"NONE"
"606","CM","ITATSOO CREEK","23",NA,2003,"NONE"
"607","CM","ITATSOO CREEK","23",NA,2004,"NONE"
"608","CM","ITATSOO CREEK","23",NA,2005,"NONE"
"609","CM","ITATSOO CREEK","23",NA,2006,"NONE"
"610","CM","ITATSOO CREEK","23",NA,2007,"NONE"
"611","CM","ITATSOO CREEK","23",NA,2008,"NONE"
"612","CM","ITATSOO CREEK","23",NA,2009,"NONE"
"613","CM","ITATSOO CREEK","23",NA,2010,"NONE"
"614","CM","ITATSOO CREEK","23",NA,2011,"NONE"
"615","CM","ITATSOO CREEK","23",NA,2012,"NONE"
"616","CM","ITATSOO CREEK","23",NA,2013,"NONE"
"617","CM","ITATSOO CREEK","23",NA,2014,"NONE"
"618","CM","ITATSOO CREEK","23",NA,2015,"NONE"
"619","CM","ITATSOO CREEK","23",NA,2016,"NONE"
"620","CM","ITATSOO CREEK","23",NA,2017,"NONE"
"621","CM","ITATSOO CREEK","23",NA,2018,"NONE"
"622","CM","HILLIER CREEK","23",NA,1950,"LOW"
"623","CM","HILLIER CREEK","23",NA,1951,"LOW"
"624","CM","HILLIER CREEK","23",NA,1952,"LOW"
"625","CM","HILLIER CREEK","23",750,1953,"LOW"
"626","CM","HILLIER CREEK","23",1500,1954,"LOW"
"627","CM","HILLIER CREEK","23",200,1955,"LOW"
"628","CM","HILLIER CREEK","23",400,1956,"LOW"
"629","CM","HILLIER CREEK","23",400,1957,"LOW"
"630","CM","HILLIER CREEK","23",750,1958,"LOW"
"631","CM","HILLIER CREEK","23",750,1959,"LOW"
"632","CM","HILLIER CREEK","23",75,1960,"LOW"
"633","CM","HILLIER CREEK","23",400,1961,"LOW"
"634","CM","HILLIER CREEK","23",400,1962,"LOW"
"635","CM","HILLIER CREEK","23",200,1963,"LOW"
"636","CM","HILLIER CREEK","23",750,1964,"LOW"
"637","CM","HILLIER CREEK","23",200,1965,"LOW"
"638","CM","HILLIER CREEK","23",3500,1966,"LOW"
"639","CM","HILLIER CREEK","23",750,1967,"LOW"
"640","CM","HILLIER CREEK","23",750,1968,"LOW"
"641","CM","HILLIER CREEK","23",3500,1969,"LOW"
"642","CM","HILLIER CREEK","23",1500,1970,"LOW"
"643","CM","HILLIER CREEK","23",400,1971,"LOW"
"644","CM","HILLIER CREEK","23",1500,1972,"LOW"
"645","CM","HILLIER CREEK","23",750,1973,"LOW"
"646","CM","HILLIER CREEK","23",750,1974,"LOW"
"647","CM","HILLIER CREEK","23",75,1975,"LOW"
"648","CM","HILLIER CREEK","23",1200,1976,"LOW"
"649","CM","HILLIER CREEK","23",550,1977,"LOW"
"650","CM","HILLIER CREEK","23",500,1978,"LOW"
"651","CM","HILLIER CREEK","23",200,1979,"LOW"
"652","CM","HILLIER CREEK","23",NA,1980,"LOW"
"653","CM","HILLIER CREEK","23",NA,1981,"LOW"
"654","CM","HILLIER CREEK","23",NA,1982,"LOW"
"655","CM","HILLIER CREEK","23",NA,1983,"LOW"
"656","CM","HILLIER CREEK","23",NA,1984,"LOW"
"657","CM","HILLIER CREEK","23",3400,1985,"LOW"
"658","CM","HILLIER CREEK","23",NA,1986,"LOW"
"659","CM","HILLIER CREEK","23",NA,1987,"LOW"
"660","CM","HILLIER CREEK","23",NA,1988,"LOW"
"661","CM","HILLIER CREEK","23",NA,1989,"LOW"
"662","CM","HILLIER CREEK","23",0,1990,"LOW"
"663","CM","HILLIER CREEK","23",NA,1991,"LOW"
"664","CM","HILLIER CREEK","23",100,1992,"LOW"
"665","CM","HILLIER CREEK","23",NA,1993,"LOW"
"666","CM","HILLIER CREEK","23",2,1994,"LOW"
"667","CM","HILLIER CREEK","23",0,1995,"LOW"
"668","CM","HILLIER CREEK","23",27,1996,"LOW"
"669","CM","HILLIER CREEK","23",50,1997,"LOW"
"670","CM","HILLIER CREEK","23",128,1998,"LOW"
"671","CM","HILLIER CREEK","23",5,1999,"LOW"
"672","CM","HILLIER CREEK","23",0,2000,"LOW"
"673","CM","HILLIER CREEK","23",83,2001,"LOW"
"674","CM","HILLIER CREEK","23",100,2002,"LOW"
"675","CM","HILLIER CREEK","23",NA,2003,"LOW"
"676","CM","HILLIER CREEK","23",190,2004,"LOW"
"677","CM","HILLIER CREEK","23",160,2005,"LOW"
"678","CM","HILLIER CREEK","23",0,2006,"LOW"
"679","CM","HILLIER CREEK","23",0,2007,"LOW"
"680","CM","HILLIER CREEK","23",NA,2008,"LOW"
"681","CM","HILLIER CREEK","23",NA,2009,"LOW"
"682","CM","HILLIER CREEK","23",NA,2010,"LOW"
"683","CM","HILLIER CREEK","23",NA,2011,"LOW"
"684","CM","HILLIER CREEK","23",NA,2012,"LOW"
"685","CM","HILLIER CREEK","23",NA,2013,"LOW"
"686","CM","HILLIER CREEK","23",NA,2014,"LOW"
"687","CM","HILLIER CREEK","23",NA,2015,"LOW"
"688","CM","HILLIER CREEK","23",NA,2016,"LOW"
"689","CM","HILLIER CREEK","23",NA,2017,"LOW"
"690","CM","HILLIER CREEK","23",NA,2018,"LOW"
"691","CM","MERCANTILE CREEK","23",NA,1950,"NONE"
"692","CM","MERCANTILE CREEK","23",NA,1951,"NONE"
"693","CM","MERCANTILE CREEK","23",NA,1952,"NONE"
"694","CM","MERCANTILE CREEK","23",75,1953,"NONE"
"695","CM","MERCANTILE CREEK","23",200,1954,"NONE"
"696","CM","MERCANTILE CREEK","23",75,1955,"NONE"
"697","CM","MERCANTILE CREEK","23",75,1956,"NONE"
"698","CM","MERCANTILE CREEK","23",200,1957,"NONE"
"699","CM","MERCANTILE CREEK","23",750,1958,"NONE"
"700","CM","MERCANTILE CREEK","23",1500,1959,"NONE"
"701","CM","MERCANTILE CREEK","23",75,1960,"NONE"
"702","CM","MERCANTILE CREEK","23",75,1961,"NONE"
"703","CM","MERCANTILE CREEK","23",25,1962,"NONE"
"704","CM","MERCANTILE CREEK","23",400,1963,"NONE"
"705","CM","MERCANTILE CREEK","23",75,1964,"NONE"
"706","CM","MERCANTILE CREEK","23",75,1965,"NONE"
"707","CM","MERCANTILE CREEK","23",750,1966,"NONE"
"708","CM","MERCANTILE CREEK","23",75,1967,"NONE"
"709","CM","MERCANTILE CREEK","23",200,1968,"NONE"
"710","CM","MERCANTILE CREEK","23",400,1969,"NONE"
"711","CM","MERCANTILE CREEK","23",400,1970,"NONE"
"712","CM","MERCANTILE CREEK","23",200,1971,"NONE"
"713","CM","MERCANTILE CREEK","23",200,1972,"NONE"
"714","CM","MERCANTILE CREEK","23",200,1973,"NONE"
"715","CM","MERCANTILE CREEK","23",75,1974,"NONE"
"716","CM","MERCANTILE CREEK","23",200,1975,"NONE"
"717","CM","MERCANTILE CREEK","23",240,1976,"NONE"
"718","CM","MERCANTILE CREEK","23",200,1977,"NONE"
"719","CM","MERCANTILE CREEK","23",100,1978,"NONE"
"720","CM","MERCANTILE CREEK","23",50,1979,"NONE"
"721","CM","MERCANTILE CREEK","23",NA,1980,"NONE"
"722","CM","MERCANTILE CREEK","23",NA,1981,"NONE"
"723","CM","MERCANTILE CREEK","23",NA,1982,"NONE"
"724","CM","MERCANTILE CREEK","23",NA,1983,"NONE"
"725","CM","MERCANTILE CREEK","23",3032,1984,"NONE"
"726","CM","MERCANTILE CREEK","23",2500,1985,"NONE"
"727","CM","MERCANTILE CREEK","23",NA,1986,"NONE"
"728","CM","MERCANTILE CREEK","23",NA,1987,"NONE"
"729","CM","MERCANTILE CREEK","23",9,1988,"NONE"
"730","CM","MERCANTILE CREEK","23",0,1989,"NONE"
"731","CM","MERCANTILE CREEK","23",45,1990,"NONE"
"732","CM","MERCANTILE CREEK","23",150,1991,"NONE"
"733","CM","MERCANTILE CREEK","23",150,1992,"NONE"
"734","CM","MERCANTILE CREEK","23",NA,1993,"NONE"
"735","CM","MERCANTILE CREEK","23",25,1994,"NONE"
"736","CM","MERCANTILE CREEK","23",0,1995,"NONE"
"737","CM","MERCANTILE CREEK","23",12,1996,"NONE"
"738","CM","MERCANTILE CREEK","23",30,1997,"NONE"
"739","CM","MERCANTILE CREEK","23",90,1998,"NONE"
"740","CM","MERCANTILE CREEK","23",6,1999,"NONE"
"741","CM","MERCANTILE CREEK","23",10,2000,"NONE"
"742","CM","MERCANTILE CREEK","23",170,2001,"NONE"
"743","CM","MERCANTILE CREEK","23",35,2002,"NONE"
"744","CM","MERCANTILE CREEK","23",NA,2003,"NONE"
"745","CM","MERCANTILE CREEK","23",250,2004,"NONE"
"746","CM","MERCANTILE CREEK","23",200,2005,"NONE"
"747","CM","MERCANTILE CREEK","23",55,2006,"NONE"
"748","CM","MERCANTILE CREEK","23",20,2007,"NONE"
"749","CM","MERCANTILE CREEK","23",NA,2008,"NONE"
"750","CM","MERCANTILE CREEK","23",NA,2009,"NONE"
"751","CM","MERCANTILE CREEK","23",NA,2010,"NONE"
"752","CM","MERCANTILE CREEK","23",NA,2011,"NONE"
"753","CM","MERCANTILE CREEK","23",NA,2012,"NONE"
"754","CM","MERCANTILE CREEK","23",62,2013,"NONE"
"755","CM","MERCANTILE CREEK","23",NA,2014,"NONE"
"756","CM","MERCANTILE CREEK","23",NA,2015,"NONE"
"757","CM","MERCANTILE CREEK","23",NA,2016,"NONE"
"758","CM","MERCANTILE CREEK","23",NA,2017,"NONE"
"759","CM","MERCANTILE CREEK","23",NA,2018,"NONE"
"760","CM","JANSEN LAKE CREEK","26",NA,1950,"NONE"
"761","CM","JANSEN LAKE CREEK","26",NA,1951,"NONE"
"762","CM","JANSEN LAKE CREEK","26",NA,1952,"NONE"
"763","CM","JANSEN LAKE CREEK","26",400,1953,"NONE"
"764","CM","JANSEN LAKE CREEK","26",119,1954,"NONE"
"765","CM","JANSEN LAKE CREEK","26",NA,1955,"NONE"
"766","CM","JANSEN LAKE CREEK","26",25,1956,"NONE"
"767","CM","JANSEN LAKE CREEK","26",25,1957,"NONE"
"768","CM","JANSEN LAKE CREEK","26",0,1958,"NONE"
"769","CM","JANSEN LAKE CREEK","26",0,1959,"NONE"
"770","CM","JANSEN LAKE CREEK","26",25,1960,"NONE"
"771","CM","JANSEN LAKE CREEK","26",25,1961,"NONE"
"772","CM","JANSEN LAKE CREEK","26",NA,1962,"NONE"
"773","CM","JANSEN LAKE CREEK","26",0,1963,"NONE"
"774","CM","JANSEN LAKE CREEK","26",25,1964,"NONE"
"775","CM","JANSEN LAKE CREEK","26",NA,1965,"NONE"
"776","CM","JANSEN LAKE CREEK","26",750,1966,"NONE"
"777","CM","JANSEN LAKE CREEK","26",25,1967,"NONE"
"778","CM","JANSEN LAKE CREEK","26",400,1968,"NONE"
"779","CM","JANSEN LAKE CREEK","26",25,1969,"NONE"
"780","CM","JANSEN LAKE CREEK","26",25,1970,"NONE"
"781","CM","JANSEN LAKE CREEK","26",NA,1971,"NONE"
"782","CM","JANSEN LAKE CREEK","26",NA,1972,"NONE"
"783","CM","JANSEN LAKE CREEK","26",NA,1973,"NONE"
"784","CM","JANSEN LAKE CREEK","26",NA,1974,"NONE"
"785","CM","JANSEN LAKE CREEK","26",NA,1975,"NONE"
"786","CM","JANSEN LAKE CREEK","26",NA,1976,"NONE"
"787","CM","JANSEN LAKE CREEK","26",NA,1977,"NONE"
"788","CM","JANSEN LAKE CREEK","26",NA,1978,"NONE"
"789","CM","JANSEN LAKE CREEK","26",NA,1979,"NONE"
"790","CM","JANSEN LAKE CREEK","26",100,1980,"NONE"
"791","CM","JANSEN LAKE CREEK","26",NA,1981,"NONE"
"792","CM","JANSEN LAKE CREEK","26",NA,1982,"NONE"
"793","CM","JANSEN LAKE CREEK","26",NA,1983,"NONE"
"794","CM","JANSEN LAKE CREEK","26",0,1984,"NONE"
"795","CM","JANSEN LAKE CREEK","26",200,1985,"NONE"
"796","CM","JANSEN LAKE CREEK","26",NA,1986,"NONE"
"797","CM","JANSEN LAKE CREEK","26",100,1987,"NONE"
"798","CM","JANSEN LAKE CREEK","26",NA,1988,"NONE"
"799","CM","JANSEN LAKE CREEK","26",NA,1989,"NONE"
"800","CM","JANSEN LAKE CREEK","26",NA,1990,"NONE"
"801","CM","JANSEN LAKE CREEK","26",NA,1991,"NONE"
"802","CM","JANSEN LAKE CREEK","26",0,1992,"NONE"
"803","CM","JANSEN LAKE CREEK","26",NA,1993,"NONE"
"804","CM","JANSEN LAKE CREEK","26",NA,1994,"NONE"
"805","CM","JANSEN LAKE CREEK","26",NA,1995,"NONE"
"806","CM","JANSEN LAKE CREEK","26",0,1996,"NONE"
"807","CM","JANSEN LAKE CREEK","26",NA,1997,"NONE"
"808","CM","JANSEN LAKE CREEK","26",NA,1998,"NONE"
"809","CM","JANSEN LAKE CREEK","26",NA,1999,"NONE"
"810","CM","JANSEN LAKE CREEK","26",NA,2000,"NONE"
"811","CM","JANSEN LAKE CREEK","26",NA,2001,"NONE"
"812","CM","JANSEN LAKE CREEK","26",NA,2002,"NONE"
"813","CM","JANSEN LAKE CREEK","26",NA,2003,"NONE"
"814","CM","JANSEN LAKE CREEK","26",NA,2004,"NONE"
"815","CM","JANSEN LAKE CREEK","26",NA,2005,"NONE"
"816","CM","JANSEN LAKE CREEK","26",NA,2006,"NONE"
"817","CM","JANSEN LAKE CREEK","26",NA,2007,"NONE"
"818","CM","JANSEN LAKE CREEK","26",NA,2008,"NONE"
"819","CM","JANSEN LAKE CREEK","26",NA,2009,"NONE"
"820","CM","JANSEN LAKE CREEK","26",NA,2010,"NONE"
"821","CM","JANSEN LAKE CREEK","26",NA,2011,"NONE"
"822","CM","JANSEN LAKE CREEK","26",NA,2012,"NONE"
"823","CM","JANSEN LAKE CREEK","26",NA,2013,"NONE"
"824","CM","JANSEN LAKE CREEK","26",0,2014,"NONE"
